userId,recommendations
157,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
158,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
159,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
160,"['Alien Nation (1988)', 'RoboCop (1987)', 'Dead or Alive: Final (2002)', 'RoboCop 3 (1993)', 'Time Lapse (2014)']"
161,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
162,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
163,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
164,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
165,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
166,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
167,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
168,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
169,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
170,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
171,"['Following (1998)', 'Reservoir Dogs (1992)', 'Dial M for Murder (1954)', 'Basic Instinct (1992)', 'Switchback (1997)']"
172,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
173,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
174,"['Phantom, The (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Ghost and the Darkness, The (1996)', 'Indiana Jones and the Last Crusade (1989)', 'Fled (1996)']"
175,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
176,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
177,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
178,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
179,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
180,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
181,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
182,"['Rififi (Du rififi chez les hommes) (1955)', 'This Gun for Hire (1942)', 'Devil in a Blue Dress (1995)', 'M (1931)', ""Miller's Crossing (1990)""]"
183,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
184,"['Fistful of Dollars, A (Per un pugno di dollari) (1964)', 'Duck, You Sucker (1971)', 'Silverado (1985)', 'Young Guns II (1990)', 'Sukiyaki Western Django (2008)']"
185,"['High Noon (1952)', 'Unforgiven (1992)', 'McCabe & Mrs. Miller (1971)', 'Searchers, The (1956)', 'Cimarron (1931)']"
186,"[""Rosemary's Baby (1968)"", 'Peeping Tom (1960)', 'Body Snatcher, The (1945)', 'Innocents, The (1961)', 'Phantoms (1998)']"
187,"['Librarian: Quest for the Spear, The (2004)', 'Jewel of the Nile, The (1985)', 'Last Action Hero (1993)', 'Three Musketeers, The (1993)', 'Romancing the Stone (1984)']"
188,"['Psycho (1998)', 'Last House on the Left, The (1972)', 'Henry: Portrait of a Serial Killer (1986)', 'FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)', 'Cure (1997)']"
189,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
190,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
191,"['Miracle Mile (1989)', 'Solaris (2002)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Youth Without Youth (2007)', 'Forever Young (1992)']"
192,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
193,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
194,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
195,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
196,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
197,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
198,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
199,"['Shall We Dance (1937)', 'Victor/Victoria (1982)', 'Everyone Says I Love You (1996)', 'Top Hat (1935)', 'Gay Divorcee, The (1934)']"
200,"['Dogma (1999)', 'Erik the Viking (1989)', 'Adventures of Baron Munchausen, The (1988)', 'Hook (1991)', 'Black Knight (2001)']"
201,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
202,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
203,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
204,"[""We're Back! A Dinosaur's Story (1993)"", 'Black Cauldron, The (1985)', 'Epic (2013)', 'Lord of the Rings, The (1978)', 'Light Years (Gandahar) (1988)']"
205,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
206,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
207,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
208,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
209,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
210,"['Guns of Navarone, The (1961)', ""Von Ryan's Express (1965)"", 'Captain Horatio Hornblower R.N. (1951)', 'Empire of the Sun (1987)', 'Big Red One, The (1980)']"
211,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
212,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
213,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
214,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
215,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
216,"['Boot, Das (Boat, The) (1981)', 'Apocalypse Now (1979)', 'All Quiet on the Western Front (1930)', 'Saving Private Ryan (1998)', 'Thin Red Line, The (1998)']"
217,"['Guns of Navarone, The (1961)', ""Von Ryan's Express (1965)"", 'Captain Horatio Hornblower R.N. (1951)', 'Empire of the Sun (1987)', 'Big Red One, The (1980)']"
218,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
219,"['Friday (1995)', 'Bio-Dome (1996)', 'Ace Ventura: When Nature Calls (1995)', 'Black Sheep (1996)', 'Four Rooms (1995)']"
220,"['Psycho (1998)', 'Last House on the Left, The (1972)', 'Henry: Portrait of a Serial Killer (1986)', 'FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)', 'Cure (1997)']"
221,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
222,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
223,"['Life Is Beautiful (La Vita è bella) (1997)', 'Waiting to Exhale (1995)', 'Train of Life (Train de vie) (1998)', 'Tiger and the Snow, The (La tigre e la neve) (2005)', 'I Served the King of England (Obsluhoval jsem anglického krále) (2006)']"
224,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
225,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
226,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
227,"['Rififi (Du rififi chez les hommes) (1955)', 'This Gun for Hire (1942)', 'Devil in a Blue Dress (1995)', 'M (1931)', ""Miller's Crossing (1990)""]"
228,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
229,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
230,"['Hobbit: The Desolation of Smaug, The (2013)', 'Alice in Wonderland (2010)', 'Harry Potter and the Goblet of Fire (2005)', 'Jack the Giant Slayer (2013)', 'Hobbit: An Unexpected Journey, The (2012)']"
231,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Face/Off (1997)', 'Killer, The (Die xue shuang xiong) (1989)', 'Clear and Present Danger (1994)', 'Last Man Standing (1996)']"
232,"['Psycho (1998)', 'Last House on the Left, The (1972)', 'Henry: Portrait of a Serial Killer (1986)', 'FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)', 'Cure (1997)']"
233,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
234,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
235,"[""We're Back! A Dinosaur's Story (1993)"", 'Black Cauldron, The (1985)', 'Epic (2013)', 'Lord of the Rings, The (1978)', 'Light Years (Gandahar) (1988)']"
236,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
237,"['In a Lonely Place (1950)', 'Sense and Sensibility (1995)', 'Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)', 'Gilda (1946)', 'Johnny Eager (1942)']"
238,"['Boot, Das (Boat, The) (1981)', 'Apocalypse Now (1979)', 'All Quiet on the Western Front (1930)', 'Saving Private Ryan (1998)', 'Thin Red Line, The (1998)']"
239,"['Chinatown (1974)', 'Foreign Correspondent (1940)', 'Devil in a Blue Dress (1995)', 'D.O.A. (1988)', 'Suspicion (1941)']"
240,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
241,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
242,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
243,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
244,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
245,"['Life Is Beautiful (La Vita è bella) (1997)', 'Waiting to Exhale (1995)', 'Train of Life (Train de vie) (1998)', 'Tiger and the Snow, The (La tigre e la neve) (2005)', 'I Served the King of England (Obsluhoval jsem anglického krále) (2006)']"
246,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
247,"['Postman, The (Postino, Il) (1994)', 'Something to Talk About (1995)', 'Mighty Aphrodite (1995)', 'American President, The (1995)', 'Beautiful Girls (1996)']"
248,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
249,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
250,"['Land and Freedom (Tierra y libertad) (1995)', ""Schindler's List (1993)"", 'Walking Dead, The (1995)', 'Before the Rain (Pred dozhdot) (1994)', 'Misérables, Les (1995)']"
251,"['Following (1998)', 'Reservoir Dogs (1992)', 'Dial M for Murder (1954)', 'Basic Instinct (1992)', 'Switchback (1997)']"
252,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
253,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
254,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
255,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
256,"['Boot, Das (Boat, The) (1981)', 'Apocalypse Now (1979)', 'All Quiet on the Western Front (1930)', 'Saving Private Ryan (1998)', 'Thin Red Line, The (1998)']"
257,"['Psycho (1998)', 'Last House on the Left, The (1972)', 'Henry: Portrait of a Serial Killer (1986)', 'FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)', 'Cure (1997)']"
258,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
259,"['Land and Freedom (Tierra y libertad) (1995)', ""Schindler's List (1993)"", 'Walking Dead, The (1995)', 'Before the Rain (Pred dozhdot) (1994)', 'Misérables, Les (1995)']"
260,"['High Noon (1952)', 'Unforgiven (1992)', 'McCabe & Mrs. Miller (1971)', 'Searchers, The (1956)', 'Cimarron (1931)']"
261,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Face/Off (1997)', 'Killer, The (Die xue shuang xiong) (1989)', 'Clear and Present Danger (1994)', 'Last Man Standing (1996)']"
262,"['Blood Diamond (2006)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Hackers (1995)', 'Crossing Guard, The (1995)', 'Getaway, The (1994)']"
263,"['Twister (1996)', 'Mission: Impossible (1996)', 'True Lies (1994)', ""On Her Majesty's Secret Service (1969)"", 'Hanna (2011)']"
264,"['Guns of Navarone, The (1961)', ""Von Ryan's Express (1965)"", 'Captain Horatio Hornblower R.N. (1951)', 'Empire of the Sun (1987)', 'Big Red One, The (1980)']"
265,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
266,"[""Dead Men Don't Wear Plaid (1982)"", 'Snatch (2000)', 'Man Who Knew Too Little, The (1997)', 'Goodbye Lover (1999)', 'Lock, Stock & Two Smoking Barrels (1998)']"
267,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
268,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
269,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
270,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
271,"['Following (1998)', 'Reservoir Dogs (1992)', 'Dial M for Murder (1954)', 'Basic Instinct (1992)', 'Switchback (1997)']"
272,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
273,"['Life Is Beautiful (La Vita è bella) (1997)', 'Waiting to Exhale (1995)', 'Train of Life (Train de vie) (1998)', 'Tiger and the Snow, The (La tigre e la neve) (2005)', 'I Served the King of England (Obsluhoval jsem anglického krále) (2006)']"
274,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
275,"['Phantom, The (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Ghost and the Darkness, The (1996)', 'Indiana Jones and the Last Crusade (1989)', 'Fled (1996)']"
276,"['Seconds (1966)', 'Unforgettable (1996)', 'Narcopolis (2014)', 'Stepford Wives, The (1975)', 'District 9 (2009)']"
277,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Face/Off (1997)', 'Killer, The (Die xue shuang xiong) (1989)', 'Clear and Present Danger (1994)', 'Last Man Standing (1996)']"
278,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
279,"['In a Lonely Place (1950)', 'Sense and Sensibility (1995)', 'Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)', 'Gilda (1946)', 'Johnny Eager (1942)']"
280,"[""We're Back! A Dinosaur's Story (1993)"", 'Black Cauldron, The (1985)', 'Epic (2013)', 'Lord of the Rings, The (1978)', 'Light Years (Gandahar) (1988)']"
281,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
282,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
283,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
284,"['Phantom, The (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Ghost and the Darkness, The (1996)', 'Indiana Jones and the Last Crusade (1989)', 'Fled (1996)']"
285,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
286,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
287,"['Days of Thunder (1990)', 'Rob Roy (1995)', 'Bellflower (2011)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'House of Flying Daggers (Shi mian mai fu) (2004)']"
288,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
289,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
290,"['Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)', 'Shanghai Noon (2000)', 'Red River (1948)', 'Legend of Zorro, The (2005)', 'Treasure of the Sierra Madre, The (1948)']"
291,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
292,"[""Dead Men Don't Wear Plaid (1982)"", 'Snatch (2000)', 'Man Who Knew Too Little, The (1997)', 'Goodbye Lover (1999)', 'Lock, Stock & Two Smoking Barrels (1998)']"
293,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Face/Off (1997)', 'Killer, The (Die xue shuang xiong) (1989)', 'Clear and Present Danger (1994)', 'Last Man Standing (1996)']"
294,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
295,"['Dogma (1999)', 'Erik the Viking (1989)', 'Adventures of Baron Munchausen, The (1988)', 'Hook (1991)', 'Black Knight (2001)']"
296,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
297,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
298,"['Six Days Seven Nights (1998)', 'Grosse Pointe Blank (1997)', 'Tom Jones (1963)', 'Beat the Devil (1953)', 'Brothers Bloom, The (2008)']"
299,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
300,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
301,"['Kaspar Hauser (1993)', 'Citizen Kane (1941)', 'Amistad (1997)', 'Breaking the Waves (1996)', 'Jean de Florette (1986)']"
302,"['Postman Always Rings Twice, The (1946)', 'Key Largo (1948)', 'One False Move (1992)', 'Strangers on a Train (1951)', 'High Sierra (1941)']"
303,"['Rififi (Du rififi chez les hommes) (1955)', 'This Gun for Hire (1942)', 'Devil in a Blue Dress (1995)', 'M (1931)', ""Miller's Crossing (1990)""]"
304,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
305,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
306,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
307,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
308,"['In a Lonely Place (1950)', 'Sense and Sensibility (1995)', 'Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)', 'Gilda (1946)', 'Johnny Eager (1942)']"
309,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
310,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
